"","group","piR.hsa.100956","piR.hsa.1288731","piR.hsa.131631","piR.hsa.138412","piR.hsa.141155","piR.hsa.2499988","piR.hsa.2826866","piR.hsa.2826956","piR.hsa.2831324","piR.hsa.2833690","piR.hsa.2838249","piR.hsa.2851625","piR.hsa.2851799"
"SRR14634269","normal",6.12514899948727,1.94682287691329,5.4433830997694,4.83695514698197,1.06822589865364,1.25021532384822,0.812482044497963,0.779521120372496,1.05808092532315,3.17987160392211,0.991187377199217,2.16423849275178,1.16268412126136
"TCGA.44.3398.11B.01R.1757.13","normal",6.65738115790065,3.81896874112253,6.06600016609249,5.76886723621678,2.41556819761456,4.26695568916746,1.64994270365823,1.70012502784519,2.43809826584146,4.64452984564474,2.21702372425349,4.04040793532963,1.51305332429906
"TCGA.52.7810.01A.11H.2124.13","tumor",5.86991393300883,3.49792698432911,5.27521402214827,4.97808109227256,3.18082121875971,3.25029046000432,2.52340209978917,2.59970539985547,3.19885523284511,3.85362544434491,2.97845749724155,3.24969272795028,2.85077936756235
"TCGA.66.2791.01A.01T.0981.13","tumor",5.85427201794377,4.48224114842963,5.18663968775428,4.88950675787857,2.76563377489567,1.54727720898349,1.90764879973795,1.85368963845015,2.79473905634234,3.76503106790106,2.57490086026836,3.16113041443135,1.76615969167388
"TCGA.22.1011.01A.01T.1557.13","tumor",5.63327971125919,4.79593006269839,4.96311795300476,4.66598502312905,2.86374978411785,1.77077836779672,1.47728425947769,1.48874551627656,2.88227490910066,3.54145010832865,2.66267834901727,2.93764419945468,1.7110226837956
"TCGA.56.7823.11A.01H.2246.13","normal",6.43144880756595,1.31598593394176,5.85565165631385,5.55851872643814,0.63260995484364,1.73377237864797,0.41491804016165,0.375956238658761,0.56089079871878,4.43415836431931,0.316724229695914,3.8300732060623,-0.311058553794487
"TCGA.44.6144.01A.11H.1754.13","tumor",5.61538487896105,2.37874438751194,5.02314086748736,4.72600793761165,1.670994100963,2.36910109650035,1.09193219128411,1.04726297590574,1.67652089197217,3.60149024843689,1.45072702697606,2.99765678330688,0.328868116621833
"TCGA.55.8614.01A.11H.2402.13","tumor",6.00413915603396,2.36915670569194,5.42205801311325,5.12492508323754,1.51531281232937,1.66639320026882,0.776371950151111,0.765544145339333,1.51933977415349,4.00049898870505,1.29203434312393,3.39651899259649,0.887321651989661
"TCGA.95.8494.01A.11H.2325.13","tumor",6.06611804668977,3.74658453256544,5.4841471860378,5.18701425616208,3.3968798742503,3.62449948105674,2.58304748617462,2.68335059864181,3.43396346668339,4.0625994094555,3.21409880725254,3.45860141878166,2.81928517574763
"TCGA.21.1080.01A.01T.1557.13","tumor",5.9106896053409,4.56429126080063,5.30811419417212,5.01098126429641,3.11527446236598,2.86787794275777,2.53580290811537,2.52135779304545,3.14651417782752,3.88653262004903,2.92313690661798,3.2825886991969,2.81440218656429
"SRR14634252","normal",5.95250913780334,2.73242631112969,5.27064482595235,4.96675370602136,1.27874548864058,1.57675019136152,0.853221127090387,0.776597405001304,1.22345779572447,3.71183872418499,1.12589994621128,2.88280348415387,1.16406503136451
"SRR6757431","normal",6.10473062248261,3.13370694521499,5.32471118692119,4.9897698845442,1.64243435017368,2.29397437657218,1.23494575721796,1.17853954264189,1.68322348162405,3.89151786018308,1.511679376964,3.14740853020053,1.34676336715544
"SRR14634318","tumor",5.62829342765557,4.19546626883044,5.28860830349322,4.46989792483524,3.33489874814017,4.1984010210045,3.45066149568385,3.44840149272569,3.30993943594502,3.43653408956703,3.18011176628731,3.08737662577074,2.02086615413636
"TCGA.58.8386.11A.01H.2295.13","normal",5.77171935296629,3.0268443241083,5.1799417980033,4.88280886812759,1.21397197649816,2.37076177086409,0.492332192233356,0.526374755142344,1.19033127187207,3.75833158915011,0.958965820102419,3.15443347771859,0.13378543318473
"TCGA.91.6848.01A.11H.1948.13","tumor",5.02971898532683,3.87268469554913,4.37781970131641,4.08064877798072,3.33774963525239,4.12493652595669,3.72180124404121,3.48475619735478,3.34145539955545,2.95587858956674,3.12163680739305,2.35244902517382,5.39871580997167
"TCGA.34.2609.01A.01T.1557.13","tumor",5.62288160953129,4.36379928222952,5.00761762063941,4.7104846907637,3.03444139572846,2.73390182108354,2.39511310832137,2.38443869340334,3.05496534540839,3.58596264532803,2.83578757307773,2.98213614904239,2.70808161488697
"TCGA.44.2655.01A.01T.0947.13","tumor",5.5377249228388,3.57716513502548,4.92750705526409,4.63037412538838,1.82337541792654,1.5596318174705,0.976362094072202,0.931089234660142,1.81407172750553,3.50582849116792,1.57094226637618,2.90203973026956,0.464030627397511
"TCGA.93.8067.01A.11H.2286.13","tumor",6.37569904102467,3.1969045715984,5.77852341522653,5.48139048535082,1.67771675743754,2.79273127269315,1.09091554224873,1.07785603868228,1.68942890532103,4.35702041358644,1.46374884363838,3.75295078958852,0.480611947087282
"TCGA.86.8671.01A.11H.2402.13","tumor",6.03932282883214,2.47145788449453,5.45568001140213,5.15854708152642,1.19381121143642,0.77399437153759,0.442622150216519,0.42208555082676,1.15192314135665,4.03412716444908,0.91998935667727,3.43013728550167,0.0612770717334625
"TCGA.62.A46P.01A.11H.A24G.13","tumor",5.66873018499675,2.51491166179211,5.0538624526075,4.75672952273178,1.59495108387828,1.01369736330383,0.751673307884375,0.748266257246968,1.59355779842136,3.63222025803393,1.36699602123026,3.02837331595782,0.152610172747902
"TCGA.58.8393.01A.11H.2325.13","tumor",5.56990704973549,2.89869622867207,4.98306523368748,4.68593230381177,2.65279011215072,3.40382671354201,1.89614776813735,2.06451552459009,2.68151774718107,3.56140322868288,2.46133383586651,2.95758797797499,2.24101658223772
"SRR14634237","normal",5.93437700798124,2.55148244336214,5.22236206820107,4.88083386580712,1.30623648252616,1.78305788763403,0.814429636205258,0.7557400826222,1.25886455380541,3.44895204089839,1.1330299069495,2.46658600483632,1.14136748424025
"SRR14634359","tumor",5.42638895799842,3.00425608442923,5.13117689363365,5.14730549102366,2.26698354597106,2.29556121349825,1.87626979857682,1.88830338740756,2.26175413291936,4.22948925990465,2.13959116584392,4.05509262415007,1.2711448366352
"SRR6757388","tumor",4.15118940566868,2.90008243358266,4.57209135318795,4.7886908195061,2.47284695777621,2.47270768768009,2.34952008464081,2.44895745249425,2.46689180840993,3.79490633128268,1.97796027249239,3.3490977701602,1.42071971827706
"TCGA.37.A5EM.01A.21H.A27R.13","tumor",5.27126193210016,2.78125117730543,4.69210270196737,4.39496977209166,1.52132070426887,1.59240415572209,1.11665147409382,1.0565116581613,1.52356886075592,3.27034280756244,1.29207669299052,2.66668414807366,1.05018617166496
"SRR14634280","normal",6.30218318316432,1.87494597797619,5.30173607033762,4.99019090020289,0.843963499254661,1.09433752256661,0.760220218523192,0.711271624319585,0.787173047048084,3.78675708082969,0.851442967937583,2.63857188011529,1.16414610530171
"SRR6757459","normal",6.73614767737487,2.64277139896706,5.57352719382133,4.85338276758786,1.63814238438888,2.26999399554786,1.33047799401373,1.4390539097015,1.62273851555317,3.54944423934117,1.60722787215143,3.05106246739949,1.34604297983435
"TCGA.43.8116.01A.11H.2246.13","tumor",6.07991145897044,3.32727341618881,5.4749264155057,5.17779348562999,2.67449703888153,3.14512208010308,2.22892798515308,2.25776953652241,2.70144339094204,4.05337701236602,2.48132320290244,3.44938162390862,2.49357764068791
"SRR6757425","normal",7.23059335486977,3.17567539961855,6.07255257645522,5.41148281229119,1.78992285846346,2.5017176851726,1.35163610857077,1.32750864873244,1.79824245700398,4.03551839468777,1.64713647626582,3.31852598165106,1.34884133614439
"TCGA.43.6773.11A.01H.2124.13","normal",5.66010982206395,1.79090800537466,5.08355868854325,4.78642575866754,0.794482184784885,1.58009998423268,0.431852288858864,0.440507105649512,0.742621333697927,3.66192439486851,0.503027552283448,3.05806481337158,-0.277652357181633
"TCGA.98.A53J.01A.11H.A26V.13","tumor",5.49081664718735,2.93565548347325,4.88404491241932,4.58686863956534,2.28404329795763,2.96062014483911,1.97436574273365,1.95649051613654,2.29944922057391,3.4623093805842,2.07776116159935,2.85854241520811,1.29920813423042
"TCGA.43.2578.01A.01T.1557.13","tumor",6.03027974138351,4.57874245436028,5.43651269267256,5.13937976279685,2.71374857887994,2.1570737565723,1.94969969399052,1.95401552886442,2.74345245662253,4.01495634953568,2.50879292365057,3.41097206387035,2.44603868825962
"SRR6757422","tumor",6.47470294872784,3.40066210481025,5.92941348553004,5.21868887887267,2.13595032029049,2.21403916628665,1.24081328561402,1.21342914784163,2.18311815935198,3.79070190282701,1.74972060429464,3.03982899685119,1.34950331858201
"SRR14634343","tumor",5.78540067474292,2.77200627496901,5.23713379961071,4.70080734727066,2.39270964724376,2.72591628695152,1.84243036469166,1.90115691777827,2.44385442722674,2.94188745469388,2.04193223684721,2.36858564046025,1.4640253185068
"TCGA.97.8175.01A.11H.2286.13","tumor",5.50206673197889,2.84234961801611,4.86883157216182,4.57169864228611,1.71602399183108,1.72470454536619,1.00423001572736,1.08948383285967,1.71201199042097,3.44713449131545,1.48652750268995,2.84337535160888,0.881538971652206
"TCGA.86.7953.01A.11H.2186.13","tumor",5.72553673645066,3.31627625377126,5.11208468986381,4.8149517599881,2.93539798461923,2.58304661636748,1.90930881852063,2.06171503227726,2.96798995724071,3.69045776790593,2.74665032583933,3.0865863934902,2.19789629544858
"TCGA.34.5232.01A.21H.1819.13","tumor",5.11497478496183,2.47009146672802,4.53634438107571,4.2392114512,1.68337341484823,3.01444590834018,1.23645864965979,1.37962061186095,1.69533042748902,3.114519128852,1.46970190490477,2.51096501550996,1.32264380856326
"TCGA.55.6982.01A.11H.1948.13","tumor",5.44097506382189,3.43546994313855,4.74037439730064,4.44320384572714,2.52020500297656,2.43216677166274,1.18072802461551,1.2106470159134,2.54700027002516,3.3185951406974,2.31689258671969,2.71490727264254,1.21749984534197
"TCGA.21.A5DI.01A.31H.A26V.13","tumor",5.65310352445552,3.17442574549123,5.06632473165096,4.76919180177524,2.54762350663441,2.4421945674082,2.20560710586998,2.20156588741816,2.57359485020203,3.64468588135804,2.35304276021853,3.04083358929409,2.43139778738022
"SRR14634290","normal",6.41404440786684,2.17124424046377,5.70709908059594,5.11805112248064,0.776225439535664,0.871845965944989,0.762209097270149,0.706825629223479,0.716755106832933,2.91452284450505,0.840431892635157,1.60102650692703,1.14136748424025
"TCGA.77.A5G8.01B.11H.A27R.13","tumor",5.28893053952693,2.45738318822848,4.71205567243732,4.41492274256161,1.81185475365222,2.0148368430965,1.51811913560966,1.45480838742409,1.8091726538427,3.29030343842549,1.58128874770271,2.68663252512946,1.48623416806691
"SRR14634292","normal",6.27648137974103,2.63788459151469,5.59125798502477,5.33863782351282,0.842945932144942,1.03601067577981,0.774814183098037,0.724534534353361,0.797562006763996,3.61033851199312,0.879718992887352,2.56725476713191,1.14136748424025
"TCGA.60.2716.01A.01T.1557.13","tumor",5.74316864539756,4.41464592313664,5.13815572540539,4.84102279552968,3.14646966670704,2.77972536253528,2.58523391352171,2.55894961371864,3.17130838181098,3.71653535923676,2.95237453921857,3.11265349714025,2.57810275226735
"TCGA.58.A46L.01A.11H.A24G.13","tumor",5.84306749535497,2.53604836724468,5.24683132547108,4.94969839559537,1.56236054502431,1.91862402856908,1.00313119336114,0.986249169075205,1.56109368552113,3.82520185276767,1.3342134700265,3.22127911538192,0.945585174852511
"TCGA.77.7337.11A.01H.2044.13","normal",6.40250739578861,1.94060845853012,5.82316719321453,5.52603426333882,0.988886912171934,2.04243559262559,0.431731708118,0.410429962892637,0.956603619538471,4.40166990286286,0.721410168990448,3.79759114150486,-0.339966877124002
"TCGA.34.2596.01A.01T.1557.13","tumor",5.44063571327541,4.21063607355579,4.82921039578568,4.53207746590997,2.4080496338152,2.70252673427284,1.91548643265843,1.92538282331669,2.43280999641741,3.4075001822615,2.21171358784623,2.80376205066231,2.02785835329303
"SRR14634319","tumor",4.9313744747061,3.1587798145903,4.5920557499112,4.33266062335291,2.27606355813953,3.27363494875831,1.86341512007022,1.8856932206327,2.28675406295387,3.36720056449955,2.0436355876857,3.13961297815528,1.61028132976225
"SRR14634363","tumor",6.12697177322837,3.14640427479448,5.53836440561869,5.33798552665926,1.99200920003149,1.93834334119563,1.48036883752593,1.3699119479179,2.0399244906862,4.59530528313111,2.09364688902954,4.39572213257805,1.16330658376587
"TCGA.43.6143.11A.01H.2124.13","normal",5.9439400331047,2.62407151664168,5.35762840762595,5.06049547775024,1.36373673128195,2.04387100562561,0.581135530870623,0.629638927092689,1.35930482412653,3.93605694890213,1.13019279698786,3.33209684539476,0.514844629294413
"TCGA.78.7143.01A.11H.2038.13","tumor",5.3535951592468,2.17232550973105,4.77218099689072,4.47504806701501,0.955310153919643,1.06575471651719,0.633440842452302,0.611554274226207,0.919937061500212,3.3504509429983,0.684056124386418,2.74674454936387,0.672507179282141
"SRR6757435","normal",6.58752421891278,3.04697718185583,5.67330027833224,5.03924630756349,1.8675446652896,2.3229636271779,1.31653113813842,1.28222854351149,1.84748653644566,3.62824343945884,1.6790252089979,3.0441586112197,1.34790230101779
"TCGA.4B.A93V.01A.11H.A39B.13","tumor",6.4873826408829,2.90765281830862,5.88705623533121,5.58985939959461,1.94268145918227,1.04600773508364,1.08838023893982,1.13995173332337,1.95542833249471,4.46550277386196,1.73179198539958,3.86141163781465,0.501033852697884
"TCGA.05.4403.01A.01T.1207.13","tumor",5.51870533485951,3.0841901298902,4.91123576167788,4.61410283180217,2.09051106118234,3.49266986985413,1.21313784074319,1.21195696398463,2.10162523871739,3.48955217112686,1.87889971884949,2.88577145106632,1.65592618723831
"TCGA.39.5031.01A.01T.1442.13","tumor",5.58234566223387,3.41462656827018,4.9363842577628,4.63925132788709,2.81406319924606,3.47799047264859,1.94002125550501,1.93496695059394,2.83625655695766,3.51470840167412,2.61653561258833,2.91091530875643,2.10054692766548
"TCGA.56.8201.11A.01H.2246.13","normal",6.24550129830213,1.46598188392091,5.66966849930298,5.37253556942727,0.764138562807254,2.42425537840563,0.40035834136009,0.498738749776535,0.700363423153487,4.24815045461426,0.459781015867277,3.64410489749692,-0.0574472451984208
"TCGA.95.7944.01A.11H.2186.13","tumor",5.84050412026396,2.8574673806081,5.20531335785028,4.90818042797457,2.45408622108666,3.15149754813027,1.97051651635344,1.87479033824704,2.48301452757986,3.78370911231567,2.25005673369825,3.17980146091953,1.85376304434095
"SRR14634362","tumor",4.84560295020602,2.7980182973155,4.50843250003973,4.44170062783345,1.86020563198951,1.97571775808321,1.52637942994912,1.47971296446173,1.83432525881506,3.3200917717299,1.75628897552017,3.05838485512526,1.20081846628356
"TCGA.78.7146.01A.11H.2038.13","tumor",5.34546976818186,2.17643333716867,4.76259901353479,4.46546608365908,1.36087240603457,2.34101279662276,1.43886168102574,1.43921838420724,1.35626723801488,3.34086551361525,1.12711801259857,2.73716463243514,1.70153335518606
"SRR6757394","tumor",5.98354898789719,2.9451804961984,5.12100506188152,4.86695300433827,1.98847924656685,2.32605329637821,1.48142489375577,1.53110120544968,2.05661396691883,3.89818173841353,1.65852875118589,3.22609429203853,1.36053430974604
"TCGA.55.A492.01A.11H.A24G.13","tumor",5.7538099434461,2.656907773091,5.15711668457491,4.8599837546992,1.03718969707895,0.770458780481152,0.435445809437244,0.455086544823904,0.989927320768841,3.73550098006206,0.755336797135378,3.13161166041615,-0.0351541060316622
"SRR6757400","tumor",5.32912328941879,2.37488956701647,4.76363263815196,4.50232643578996,1.69788490505022,2.29710463438233,1.45392791204631,1.39003928253412,1.71114700348674,3.51624108224767,1.65028332136894,3.04574493133612,1.36355060241368
"TCGA.05.4426.01A.01T.1207.13","tumor",5.85138881071517,3.4798589346116,5.18822472419696,4.89109179432125,2.84420429741789,3.3622876121321,1.75967242413061,1.85969449836081,2.87699445286952,3.76661647882089,2.65738390986232,3.16271522627263,1.72173647429397
"SRR14634309","tumor",5.40544831296953,2.81993807372276,5.05688472697919,4.94403672387967,2.78363539285451,2.12203986064477,1.53434193149965,1.56033718563778,2.83170128691606,3.63957847502208,2.61227659491662,3.3939415122757,1.41579658455926
"TCGA.35.4122.01A.01T.1108.13","tumor",5.18960234130721,3.5708403524288,4.58799433490974,4.29086140503403,1.96248520622898,2.07114674254828,1.48148547612639,1.40243933171476,1.95992924435533,3.16619189354633,1.73632298379415,2.56260129249442,1.66053560792178
"TCGA.34.2605.01A.01T.1557.13","tumor",5.86395850164503,3.84598365093701,5.27685234120791,4.9797194113322,3.38762100078271,3.36856439556774,2.39231127404275,2.38484043828302,3.4146905662306,3.85526411764403,3.19221357736716,3.25133083453974,3.11108723993353
"SRR14634326","tumor",5.1536203732435,3.16754189811738,4.7852047113334,4.10507891820205,2.7174281355074,2.49349045088205,1.68335046084985,1.62466090726679,2.7543536748542,2.984800151029,2.54822633280231,2.66978241650918,1.41278370697844
"SRR6757453","normal",5.41252101803689,1.65110391093752,4.55275231229432,4.25595428698014,1.47163491999395,2.23469701507037,1.19044118815209,1.13067849346775,1.50239668116713,3.42208787709386,1.52655597984001,3.04989619735799,1.34634097434978
"TCGA.60.2725.01A.01T.1517.13","tumor",5.63864074853344,4.65779016120705,5.01724790810937,4.72011497823365,2.27041755438029,1.97445662951597,1.61501731018347,1.62333229117834,2.25945587261979,3.59559564328846,2.03757437384843,2.9917648109501,1.7158782612071
"SRR6757393","normal",6.66206177688774,2.74850795975741,6.15009156408941,5.58730057166252,1.55401605698509,2.20859797528096,1.1406356558074,1.14085353580733,1.59497944846045,4.12060062317381,1.53459712475451,3.04713258921959,1.34289461982598
"TCGA.85.8071.01A.11H.2246.13","tumor",5.51746397180915,2.71265507995858,4.89507208514273,4.59793915526702,2.00142897243134,2.35604610642247,1.25875679814855,1.3913605576574,2.01445952670613,3.47338341971905,1.78040877195293,2.8696108179259,1.55169210790562
"TCGA.99.8033.01A.11H.2240.13","tumor",5.84065154265043,2.7884799128146,5.21899486861605,4.92186193874033,1.89031767310945,2.35262667404864,1.18847241047774,1.16665702561148,1.88416079811617,3.79739377652013,1.64207908521088,3.1934810803196,1.20016882773143
"SRR6757413","normal",5.81157267559662,2.97462868480328,5.03664193759613,4.75295602973444,1.78300101615669,2.29972240917874,1.28453813833438,1.28683378255022,1.74345669219543,3.57555836891087,1.6878017275369,3.06664838156833,1.35271743802973
"TCGA.55.7816.01A.11H.2169.13","tumor",6.71330251199283,0.781958302902855,6.13868860651293,5.84155567663722,0.587256565626901,1.35506939303829,0.563617809806957,0.479794188337957,0.497483884580864,4.71721758631665,0.25151021780311,4.11308467085403,0.0164696190683299
"TCGA.91.6836.01A.21H.1857.13","tumor",5.44557962423683,2.30451181604493,4.86725297593278,4.57012004605706,1.93011786740242,2.70196679710001,1.67747586270312,1.59177190968857,1.93592261032541,3.44555538174648,1.71215428923405,2.84179706322362,1.70894068741045
"TCGA.44.6775.01A.11H.1857.13","tumor",5.33958398209184,2.22839336875315,4.75943654390865,4.46230361403294,1.03419725235033,0.882193923465156,0.792312152722388,0.730258951116045,0.993706387607255,3.33770189938163,0.759182956466262,2.73400284917602,0.370503274979869
"TCGA.78.7167.01A.11H.2065.13","tumor",5.75279809300416,3.00487895430757,5.12968305850945,4.83235645228925,1.40965621171348,1.19670640989398,0.559588359468895,0.722266761819406,1.40793134203531,3.70786685571002,1.17939948753131,3.10398844955484,0.771818068819079
"SRR6757419","normal",6.20058042190541,2.63534771008652,5.44952992749507,4.89378682642224,2.37367083798613,2.35964349629832,1.49496757848525,1.4374861726656,2.25306157252825,3.64432701126977,1.92894031443813,3.05778472905045,1.3631270101411
"SRR6757403","normal",6.77740209164198,3.18173989193961,6.07644949193522,5.69755913031207,1.76144431693662,2.25348299713987,1.30942094523822,1.41910207069974,1.7531721432035,4.09436174239667,1.64090998169876,3.0773610369491,1.35127969218283
"TCGA.6A.AB49.01A.12H.A404.13","tumor",5.83557409244845,3.10439785653158,5.22694254501836,4.92978022226628,2.52999288209605,2.53256247291464,2.03653072599244,2.05256239106855,2.54263865128913,3.80531386550544,2.31956710196523,3.20139828096498,1.87115728925357
"TCGA.77.8153.11A.01H.2402.13","normal",6.58540622938077,1.69814808450472,6.00982000325675,5.71268707338104,0.622688734656322,1.03588568895774,0.373014315234374,0.373685479265984,0.549630589066753,4.58834401246319,0.305151647381717,3.98423117415189,-0.52568282527968
"SRR14634367","tumor",5.77400359084734,3.49819346199429,5.31239887550955,5.40881609272176,2.56892555419116,2.4482387446181,1.6751565248626,1.57211947469926,2.61565764588669,5.10491164742274,2.62099391958645,5.0020610609085,1.24056315788185
"SRR14634310","tumor",5.36897419745492,3.53819131830453,4.77660194892664,4.54205113227402,3.37290222877157,3.95114407853636,2.75536245281116,2.97434693942502,3.42516341958344,3.63663503192365,3.28065939791857,3.07901978297246,2.04891356202001
"TCGA.44.6777.01A.11H.1857.13","tumor",4.31608659610636,2.04130973814965,3.7338694324676,3.43673650259189,0.922981614083329,1.26816756431556,0.710310268288364,0.63314903268005,0.834282500124775,2.31148616896957,0.596691802830745,1.70882448184202,0.390197608591523
"TCGA.49.AAR4.01A.12H.A41D.13","tumor",5.95435432853823,2.82689697121761,5.34972945360312,5.05259652372741,1.73470382080557,0.753170349771283,0.605452221542684,0.601575795988634,1.73137465542709,3.92815641457397,1.50605434151674,3.32419883925171,0.139425720683391
"TCGA.50.5066.01A.01T.1627.13","tumor",5.1199989076365,3.77128784620193,4.52125338267471,4.224120452799,1.38973201876233,3.09333290860695,0.831509609258284,0.746020972853464,1.36903558043535,3.09942124004818,1.14004194901008,2.49587814833255,0.697708383872732
"TCGA.44.7661.01A.11H.2065.13","tumor",5.93746434035184,2.52209431122926,5.35880004743116,5.06166711755545,1.787761062242,2.62881897111418,1.99430486123013,1.95245537427114,1.79045573349721,3.93722882205013,1.56561700075167,3.33326834523889,1.56995138610747
"TCGA.99.8025.01A.11H.2240.13","tumor",5.6324307534297,2.38621478755404,5.02795543661259,4.73082250673688,1.45887642081792,1.32597183581405,0.777528825069345,0.720577959206181,1.45991085870481,3.60630615498044,1.23196842046278,3.00247055033762,0.349658977184206
"TCGA.49.6744.11A.01H.2169.13","normal",6.35735693993897,1.16034310587095,5.78279366743364,5.48566073755793,0.403509569994117,0.0877513227145043,0.330098264217382,0.263859600669768,0.296626082388032,4.36129122318341,0.0440819889110189,3.75722070743154,-0.526658206441435
"TCGA.56.8623.11A.01H.2402.13","normal",6.43805260764605,1.45518535664851,5.86245500865791,5.5653220787822,0.720573891805916,1.14502828459514,0.35481687725593,0.364490570629908,0.660092147128091,4.44096253772982,0.41852693915517,3.8368760658616,-0.314723784999161
"SRR14634369","tumor",5.97621827656089,3.03888946783374,5.28852961518759,5.20811950143177,1.74122908623065,2.22121338757535,1.31440924894028,1.30511255332078,1.77491444630061,4.3910229087669,1.65650319762033,4.11858628971187,1.17952401368366
"TCGA.56.8504.01A.11H.2402.13","tumor",5.86264011391923,3.0218894496463,5.2733094658831,4.97617653600739,2.46520049379829,2.9384577420426,1.88351520444305,1.90255845166116,2.50029912943328,3.8517204755438,2.27947326013224,3.24778841912092,2.16512941205401
"TCGA.33.AASJ.01A.11H.A404.13","tumor",6.13440452136073,3.5124639601116,5.53867319654193,5.24152264586459,2.86944836780038,3.32226890992377,2.73268652912846,2.72891820142284,2.89038529480092,4.1171171140273,2.66942076510852,3.51310422109069,2.41489201565064
"TCGA.55.8616.01A.11H.2402.13","tumor",6.70984727398316,1.33448076200869,6.13397570726318,5.83684277738746,1.34165806086974,1.27236595367195,0.633691440630131,0.644761650093533,1.32853943667924,4.71251183508261,1.09530966557795,4.10837960812736,0.450083679842432
"TCGA.NC.A5HE.01A.11H.A26V.13","tumor",5.34888651761452,3.18725324569121,4.7295280098711,4.43239507999539,2.51111132454523,2.66260634592228,1.70206840085099,1.68234026238909,2.54185891348108,3.3077823594516,2.31856247252826,2.70410091478796,1.66404558093424
"TCGA.50.7109.01A.11H.2038.13","tumor",5.81027662155207,2.11551770126352,5.23222060719121,4.9350876773155,1.07474215649701,1.60228666929644,1.34878766294903,1.2301537975488,1.03187034781466,3.81062252273545,0.798010205167989,3.20670501496704,1.42749051328343
"TCGA.MN.A4N5.01A.11H.A24S.13","tumor",5.2725125957092,2.17348382105404,4.65395561185761,4.35673059874402,1.35665056523933,1.09783605491712,0.706698119269544,0.854014992464816,1.30914866198922,3.23208851906496,1.07940752848762,2.62845403808314,1.04347973164632
"TCGA.44.A4SU.01A.11H.A24S.13","tumor",5.39940767386998,3.000062816329,4.77985261320988,4.48259119124721,1.44416448579801,0.980369424403673,0.682292315121314,0.836726774672057,1.41381632808874,3.35799675686895,1.18535277182538,2.75428606073315,0.534387672179746
"TCGA.34.8454.01A.11H.2325.13","tumor",5.61569848437077,2.60359140436113,5.02381373043844,4.72668080056273,1.72112472075992,1.69770379451662,1.04652812128547,1.01968375752489,1.71360295761645,3.60216329868705,1.48813208072859,2.99832953392854,1.32580074657992
"SRR6757433","normal",7.41513422185036,2.79181071009109,6.80947984065749,6.13156739903589,1.57074273374012,2.20869536432245,1.150579025904,1.12035865163598,1.62009439888091,4.26034583280601,1.56293780084366,3.04990509623112,1.34398773084987
"TCGA.44.6776.11A.01H.2169.13","normal",6.49084421789451,0.989336603635018,5.91602842809867,5.61889549822296,0.547745937710366,1.46318330461943,0.387225700071631,0.353139669834864,0.464069263620656,4.49454223115765,0.217094759900048,3.89044572161551,-0.258247822532179
"TCGA.56.8629.11A.01H.2402.13","normal",5.7310023876908,2.27400951930066,5.14727004660391,4.8501371167282,1.09159648240311,2.24741681355086,0.5297224028292,0.5905426320067,1.06137497593185,3.72565193227731,0.828010263985578,3.12176646776745,-0.211930108145397
"TCGA.49.4506.01A.01T.1207.13","tumor",5.38277509700825,4.13007936418928,4.74785495907499,4.45072202919928,2.89249099537142,4.15537118834842,2.39356304084785,2.40052881552453,2.92248954112862,3.32611609172133,2.69103826474957,2.72242379656107,2.00491830256455
"TCGA.85.8666.01A.11H.2402.13","tumor",6.14699629379417,3.88206806807136,5.5572939735246,5.26016104364889,3.40160617302014,4.24804135438091,2.66995206749478,2.77119721381993,3.43779237208335,4.13575858216382,3.21932085903633,3.5317407771491,2.67069105990577
"TCGA.44.7667.11A.01H.2065.13","normal",6.05316218448745,1.97638296826748,5.47619074930316,5.17905781942745,0.874988859024469,1.86260904919457,0.52631364028842,0.506140467647551,0.83174657667124,4.05464157008222,0.594102947006836,3.4506458233929,0.00636740903144839
"SRR14634296","normal",6.19797344999457,3.82395110660405,5.30136390477561,5.0981927827748,1.88673083372525,3.90262743432309,2.12765645374013,2.11679898049623,1.7655199050052,4.07943923005822,1.80976351512042,2.99402824555524,1.20308019508993
"TCGA.44.3396.11A.01R.1757.13","normal",6.62193489818163,4.69190316489302,6.03958186099124,5.74244893111553,2.36437681418354,5.89702198520267,1.35482302201935,2.14233060706926,2.38782893275401,4.61810891376377,2.16168729880101,4.0139912060455,1.24345679436571
"TCGA.78.7163.11A.01H.2065.13","normal",6.41479622361426,1.5699899944352,5.839584612647,5.54245168277128,0.75300335688504,2.12273858239146,0.620107397043168,0.575633441050431,0.635426054169201,4.41808935927129,0.39323854360113,3.81400733899433,0.253861015587268
"SRR6757438","tumor",4.51819385097436,2.3806462453793,4.04888671317805,4.00035930200976,2.27389445019147,2.31676883808845,1.26846263694313,1.20343168791514,2.1469906989654,3.41704540943951,1.91067124932223,3.08229224525712,1.34289461982598
"SRR14634355","tumor",6.1225833451591,2.74401778667193,5.31061366090891,5.06979473750281,1.89871329111527,1.75625671688415,1.18064725085923,1.1104043984185,1.92659017179796,3.76545264290149,1.84630950610476,2.92354660989215,1.14136748424025
"TCGA.43.7658.01A.11H.2124.13","tumor",4.49356568025251,0.936905818781471,3.90520609997758,3.60807317010187,0.78735146170699,0.73679275679869,0.605214934660199,0.499706260681126,0.734689490778434,2.48298210808958,0.494913387815128,1.88006572865542,-0.195610257181387
